"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","DQ Score"
"DEC","PRP","159218","Wilko Decorators Jumbo Sponge","Wilko","22cmx11.5cm",NA,NA,0.8
"DEC","PRP","342783","Wilko Best Cellulose Sponge","Wilko Best","1 Pack",NA,NA,0.8
"DEC","PRP","2702940","Wilko Decorators Sponge 14cm x 10cm x 3.5cm","Wilko Functional","14cmx10cmx3.5cm",NA,"1",0.8
"DIY","MOT","17162","Wilko Demister Pad","Wilko",NA,NA,"1",0.86
"DIY","MOT","343077","Wilko Cellulose Car Sponge","Wilko",NA,NA,"1",0.86
"DIY","MOT","77183","Wilko Bugshifter Sponge","Wilko",NA,NA,"1",0.86
"DIY","MOT","5691640","Wilko Functional Jumbo Car Sponge","Wilko Functional","One Size",NA,NA,0.86
"HOU","SCO","1348340","Wilko All Purpose Cloths 60 x 33cm 10pk","Wilko","60cmx33cm","Multi","10pk",1
"HOU","SCO","157517","Wilko Bathroom Cleaning Sponge 2pk","Wilko",NA,"Multi","2pk",0.93
"HOU","SCO","178481","Wilko All Purpose Cloths 30pk","Wilko","60x30cm","Multi","30pk",1
"HOU","SCO","178483","Wilko Stainless Steel Scourers 6pk","Wilko",NA,"Metal","6pk",0.93
"HOU","SCO","178485","Wilko Sponge Scourers Assorted 20pk","Wilko",NA,"Multi","20pk",0.93
"HOU","SCO","178490","Wilko Cellulose Sponge Cloth 4pk","Wilko",NA,"Multi","4pk",0.93
"HOU","SCO","178493","Wilko All Purpose Silver Scourers 3pk","Wilko","26x13cm","Silver","3pk",1
"HOU","SCO","229174","Wilko Antibacterial All Purpose Cloths 10pk","Wilko","60x33cm","Multi","10pk",1
"HOU","SCO","269768","Wilko Antibacterial Washing Pad 4pk","Wilko",NA,"Multi","4pk",0.93
"HOU","SCO","269791","Wilko Plastic Pan Scourers Multi Coloured 6pk","Wilko",NA,"Multi","6pk",0.93
"HOU","SCO","269792","Wilko Cellulose Sponge Wipes Assorted 4pk","Wilko",NA,"Multi","4pk",0.93
"HOU","SCO","328263","Wilko Microfibre Cloth Pink and White","Wilko","40cmx40cm","Multi","1",1
"HOU","SCO","351287","Wilko Hand Grip Sponge Scourers 10pk","Wilko",NA,"Green","10pk",0.93
"HOU","SCO","351288","Wilko Hand Grip Non Scratch Scourers 10pk","Wilko",NA,"Multi","10pk",0.93
"HOU","SCO","351290","Wilko Scouring Pads 6pk","Wilko",NA,"Green","6pk",0.93
"HOU","SCO","78077","Wilko Sponge Scourers Assorted 6pk","Wilko",NA,"Multi","6pk",0.93
"KIT","GAD","52496","Wilko Kitchen Kettle Protector","Wilko","Single","Silver","1",0.941666666666667
"TOI","FAA","82769","Wilko Bath Sponge","Wilko",NA,NA,"1",0.9125
