"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"333179","Cherry Blossom Odour Control Insole Pair One Size","Cherry Blossom","Insoles and Cushions",NA,"1","One Size",0.93
"333181","Cherry Blossom Heel Grips Pair","Cherry Blossom","Insoles and Cushions","Green","1",NA,0.93
"276784","Kiwi Express Shine Sponge Black","Kiwi","Shoe Sponge","Black",NA,NA,0.86
"276859","Kiwi Shoe Polish Black 50ml","Kiwi","Shoe Polish","Black",NA,"50ml",0.93
"323774","Kiwi  Footwear Deo Fresh 100ml","Kiwi","Sprays and Powders",NA,NA,"100ml",0.86
"324183","Kiwi Instant Wax Shine Black 75ml","Kiwi","Shoe Polish","Black",NA,"75ml",0.93
"324618","Kiwi Outdoor Lace Black 180cm","Kiwi","Shoe Laces","Black",NA,"180cm",0.93
"324621","Kiwi Parade Gloss Polish Black 50ml","Kiwi","Shoe Polish","Black",NA,"50ml",0.93
"324628","Kiwi Round Lace Black 75cm","Kiwi","Shoe Laces","Black",NA,"75cm",0.93
"324742","Kiwi Round Lace Brown 75cm","Kiwi","Shoe Laces","Brown",NA,"75cm",0.93
"324747","Kiwi Shoe Polish Dark Tan 50ml","Kiwi","Shoe Polish","Brown",NA,"50ml",0.93
"324750","Kiwi Sport Lace Black 110cm","Kiwi","Shoe Laces","Black",NA,"110cm",0.93
"324751","Kiwi Sport Lace White 110cm","Kiwi","Shoe Laces","White",NA,"110cm",0.93
"324752","Kiwi Sports Shoe Whitener 75ml","Kiwi","Shoe Whitener","White",NA,"75ml",0.93
"339564","Kiwi Rain and Stain Shoe Protector 200ml","Kiwi","Sprays and Powders",NA,NA,NA,0.79
"346484","Kiwi Shine and Protect Neutral 75ml","Kiwi","Shoe Polish","Cream",NA,"75ml",0.93
"403558","Kiwi Suede and Nubuck Foam Cleaner 200ml","Kiwi","Sprays and Powders",NA,NA,NA,0.79
"408865","Kiwi Suede & Nubuck Combination Brush","Kiwi","Shoe Brush",NA,"1",NA,0.86
"411806","Kiwi Leather Shoe Polishing Brush","Kiwi","Shoe Brush",NA,NA,NA,0.79
"411807","Kiwi Shoe Polish Appllicator Brush","Kiwi","Shoe Brush",NA,NA,NA,0.79
"411811","Kiwi Real Leather Insoles","Kiwi","Insoles and Cushions",NA,NA,NA,0.79
"411812","Kiwi Cotton Deo Comfort Insoles","Kiwi","Insoles and Cushions",NA,NA,NA,0.79
"411814","Kiwi Shoe Polish Black 100ml","Kiwi","Shoe Polish","Black",NA,NA,0.86
"428046","Kiwi Fresh Ins Woman Insoles","Kiwi","Insoles and Cushions",NA,"1","One Size",0.93
